time,temperature,precipitation,wind_speed
2026-08-23 00:00:00,19.29630804605203,1.2,
2026-08-23 00:05:00,18.990811893132317,5.5,
2026-08-23 00:10:00,18.89818184059224,0.0,
2026-08-23 00:15:00,18.990760161003017,0.0,
2026-08-23 00:20:00,19.39464647328765,0.0,
2026-08-23 00:25:00,18.888935416631117,0.0,
2026-08-23 00:30:00,18.475415815193895,5.5,
2026-08-23 00:35:00,19.379941373415,1.2,
2026-08-23 00:40:00,17.83815398109977,1.2,
2026-08-23 00:45:00,18.519820954976566,0.0,
2026-08-23 00:50:00,18.85563295287442,1.2,
2026-08-23 00:55:00,18.322231169382395,0.0,
2026-08-23 01:00:00,18.33611330883689,0.0,
2026-08-23 01:05:00,18.4173261457823,0.0,
2026-08-23 01:10:00,18.218177323687485,5.5,
2026-08-23 01:15:00,17.77041335754809,0.0,
2026-08-23 01:20:00,18.595658503686018,0.0,
2026-08-23 01:25:00,18.369965810701324,0.0,
2026-08-23 01:30:00,18.063816535225456,0.0,
2026-08-23 01:35:00,18.436035273854383,1.2,
2026-08-23 01:40:00,17.85643900573868,0.0,
2026-08-23 01:45:00,18.837100887810585,5.5,
2026-08-23 01:50:00,18.78477429062849,0.0,
2026-08-23 01:55:00,18.01693353269118,0.0,
2026-08-23 02:00:00,17.634233810892834,0.0,
2026-08-23 02:05:00,18.314401185134805,0.0,
2026-08-23 02:10:00,17.846742579264046,0.0,
2026-08-23 02:15:00,17.403184482342244,0.0,
2026-08-23 02:20:00,17.91352263752084,0.0,
2026-08-23 02:25:00,17.553916285837325,5.5,
2026-08-23 02:30:00,18.33866662845494,0.0,
2026-08-23 02:35:00,17.969659066684,0.0,
2026-08-23 02:40:00,17.85963233031336,0.0,
2026-08-23 02:45:00,17.330739965842298,1.2,
2026-08-23 02:50:00,17.174033271852213,0.0,
2026-08-23 02:55:00,18.59354100129552,1.2,
2026-08-23 03:00:00,18.218704523310883,0.0,
2026-08-23 03:05:00,18.59113979226583,5.5,
2026-08-23 03:10:00,17.93094291526754,5.5,
2026-08-23 03:15:00,18.212057994592552,1.2,
2026-08-23 03:20:00,17.809332021528746,0.0,
2026-08-23 03:25:00,17.286021821632776,0.0,
2026-08-23 03:30:00,18.6177201220647,1.2,
2026-08-23 03:35:00,18.554093026115837,0.0,
2026-08-23 03:40:00,18.914383783676037,0.0,
2026-08-23 03:45:00,18.99712925006749,0.0,
2026-08-23 03:50:00,18.74411120871768,1.2,
2026-08-23 03:55:00,18.91387896714353,1.2,
2026-08-23 04:00:00,17.483961812306585,0.0,
2026-08-23 04:05:00,18.79459433046587,1.2,
2026-08-23 04:10:00,18.967190476675523,0.0,
2026-08-23 04:15:00,18.991442799902288,5.5,
2026-08-23 04:20:00,19.23825494215861,0.0,
2026-08-23 04:25:00,19.06239748067355,0.0,
2026-08-23 04:30:00,19.10543075152997,1.2,
2026-08-23 04:35:00,18.89703204417449,0.0,
2026-08-23 04:40:00,18.552488433578315,0.0,
2026-08-23 04:45:00,19.02649624378867,0.0,
2026-08-23 04:50:00,19.625734397462885,0.0,
2026-08-23 04:55:00,19.812746936414477,0.0,
2026-08-23 05:00:00,19.472240917108625,1.2,
2026-08-23 05:05:00,18.83105173455438,5.5,
2026-08-23 05:10:00,19.421575306909254,0.0,
2026-08-23 05:15:00,19.359930249534077,0.0,
2026-08-23 05:20:00,20.171724312572625,1.2,
2026-08-23 05:25:00,19.60751381999652,0.0,
2026-08-23 05:30:00,19.731381231224,0.0,
2026-08-23 05:35:00,20.27684819874348,0.0,
2026-08-23 05:40:00,20.32909745017145,0.0,
2026-08-23 05:45:00,20.31157141970296,0.0,
2026-08-23 05:50:00,19.4455634191493,1.2,
2026-08-23 05:55:00,19.587622128138065,0.0,
2026-08-23 06:00:00,20.14979788523021,0.0,
2026-08-23 06:05:00,20.155799642616778,0.0,
2026-08-23 06:10:00,20.37625540203883,0.0,
2026-08-23 06:15:00,20.629859483766843,0.0,
2026-08-23 06:20:00,20.793189760037723,1.2,
2026-08-23 06:25:00,21.530250683115423,0.0,
2026-08-23 06:30:00,21.827383894485617,5.5,
2026-08-23 06:35:00,21.740681917077566,0.0,
2026-08-23 06:40:00,21.65820213073744,0.0,
2026-08-23 06:45:00,21.248543463048435,5.5,
2026-08-23 06:50:00,21.78160789476977,0.0,
2026-08-23 06:55:00,21.574876053062624,0.0,
2026-08-23 07:00:00,22.09039085016305,0.0,
2026-08-23 07:05:00,21.696771715994466,0.0,
2026-08-23 07:10:00,21.762372807045917,0.0,
2026-08-23 07:15:00,22.262470516054485,1.2,
