time_sec,h3_index,predicted_demand,available_taxis,imbalance_ratio,surge_multiplier,final_fare,target_taxis,forecast_1,forecast_2,forecast_3,forecast_4,forecast_5,forecast_6
1.0,8830e1ca05fffff,6.2721686363220215,3,2.0907228787740073,1.436289151509603,6894,5,1.313441276550293,0.8163769245147705,0.9042755365371704,1.3459563255310059,0.9781780242919922,0.9139406085014343
1.0,8830e1ca07fffff,6.823421955108643,5,1.3646843910217286,1.1458737564086914,5500,4,1.153215765953064,1.3227699995040894,0.9613972306251526,1.0755256414413452,1.1360504627227783,1.1744626760482788
1.0,8830e1ca21fffff,6.663826942443848,0,6.663826942443848,3.0,14400,10,1.2402533292770386,1.0935802459716797,1.050115942955017,1.11296546459198,1.2417078018188477,0.9252036213874817
1.0,8830e1ca23fffff,0.6815290451049805,0,0.6815290451049805,1.0,4800,0,0.10102016478776932,0.10985371470451355,0.1070425808429718,0.12241450697183609,0.10259569436311722,0.13860240578651428
1.0,8830e1ca29fffff,0.6826362609863281,6,0.11377271016438802,1.0,4800,0,0.10102016478776932,0.1152883917093277,0.11719498783349991,0.10025262832641602,0.10531550645828247,0.1435645967721939
1.0,8830e1ca2bfffff,0.6013493537902832,2,0.3006746768951416,1.0,4800,0,0.081233449280262,0.1109306663274765,0.10371457040309906,0.11090788245201111,0.0943995788693428,0.10016316175460815
1.0,8830e1ca2dfffff,6.646241188049316,2,3.323120594024658,1.9292482376098632,9260,7,1.2716675996780396,0.9510566592216492,1.0881178379058838,1.064244270324707,1.234999656677246,1.0361549854278564
1.0,8830e1ca63fffff,0.6720184087753296,8,0.0840023010969162,1.0,4800,0,0.09781042486429214,0.10208738595247269,0.1070425808429718,0.07497397810220718,0.1608888804912567,0.12921518087387085
300.0,8830e1ca05fffff,6.893598556518555,7,0.9847997937883649,1.0,4800,8,1.1225816011428833,0.6375441551208496,1.431566596031189,1.4713209867477417,0.9183349609375,1.3122501373291016
300.0,8830e1ca07fffff,6.632162094116211,5,1.3264324188232421,1.1305729675292968,5427,9,1.0834568738937378,0.7807007431983948,1.2025730609893799,1.0613962411880493,1.3099565505981445,1.1940784454345703
300.0,8830e1ca21fffff,7.410771369934082,3,2.470257123311361,1.5881028493245444,7623,13,1.327885627746582,0.7659990787506104,1.2472764253616333,1.4011871814727783,1.3997588157653809,1.2686636447906494
300.0,8830e1ca23fffff,0.6066965460777283,1,0.6066965460777283,1.0,4800,1,0.10411162674427032,0.07056112587451935,0.09880183637142181,0.10289856791496277,0.12301962077617645,0.10730379074811935
300.0,8830e1ca29fffff,0.6423841118812561,9,0.07137601243125068,1.0,4800,1,0.10998091101646423,0.09281812608242035,0.10085410624742508,0.09615954756736755,0.10601025819778442,0.13656115531921387
300.0,8830e1ca2bfffff,0.5664308667182922,11,0.05149371515620838,1.0,4800,0,0.10866276919841766,0.08069834858179092,0.08846910297870636,0.09846422076225281,0.09380599856376648,0.09633038192987442
300.0,8830e1ca2dfffff,6.6457037925720215,4,1.6614259481430054,1.264570379257202,6070,10,1.0809073448181152,1.0943719148635864,0.850780189037323,1.1250537633895874,1.3571478128433228,1.1374430656433105
300.0,8830e1ca63fffff,0.6739418506622314,3,0.22464728355407715,1.0,4800,1,0.11384061723947525,0.09103360027074814,0.09835202991962433,0.06925621628761292,0.16285920143127441,0.13860024511814117
600.0,8830e1ca05fffff,5.683723449707031,8,0.7104654312133789,1.0,4800,5,0.8567308187484741,1.0429819822311401,0.8599082231521606,1.238026738166809,1.0810033082962036,0.6050722599029541
600.0,8830e1ca07fffff,6.787689208984375,5,1.357537841796875,1.14301513671875,5486,7,1.3204892873764038,1.1763193607330322,1.0807538032531738,1.1820249557495117,1.0840938091278076,0.9440078139305115
600.0,8830e1ca21fffff,7.134593486785889,3,2.3781978289286294,1.5512791315714518,7446,11,1.063138484954834,0.6873814463615417,0.7673896551132202,1.4192413091659546,1.6407579183578491,1.5566843748092651
600.0,8830e1ca23fffff,0.5842649340629578,1,0.5842649340629578,1.0,4800,1,0.0896918922662735,0.08618967980146408,0.10085410624742508,0.1004239171743393,0.12274741381406784,0.08435792475938797
600.0,8830e1ca29fffff,0.6451523900032043,5,0.12903047800064088,1.0,4800,1,0.10985811799764633,0.0934910997748375,0.10085410624742508,0.09606258571147919,0.12466005980968475,0.12022637575864792
600.0,8830e1ca2bfffff,0.5583075881004333,11,0.050755235281857575,1.0,4800,0,0.0972629263997078,0.08137132227420807,0.08846910297870636,0.09846422076225281,0.1123337671160698,0.08040624111890793
600.0,8830e1ca2dfffff,6.263514995574951,2,3.1317574977874756,1.8527029991149901,8893,11,1.1007888317108154,0.7997241020202637,1.0746618509292603,1.2332377433776855,1.204714059829712,0.85038822889328
600.0,8830e1ca63fffff,0.6183890104293823,2,0.30919450521469116,1.0,4800,1,0.10734044760465622,0.09129948914051056,0.09880183637142181,0.07394624501466751,0.15001465380191803,0.09698635339736938
900.0,8830e1ca05fffff,5.7578887939453125,9,0.6397654215494791,1.0,4800,5,1.006608247756958,0.8749662041664124,1.0764378309249878,0.9911273717880249,0.9542414546012878,0.8545079231262207
900.0,8830e1ca07fffff,6.681907653808594,1,6.681907653808594,3.0,14400,19,1.1492875814437866,1.2602161169052124,1.1836539506912231,1.0155729055404663,1.1732667684555054,0.8999098539352417
900.0,8830e1ca21fffff,6.313413619995117,4,1.5783534049987793,1.2313413619995117,5910,7,0.9111122488975525,1.2101149559020996,0.8889654278755188,1.6844345331192017,0.7882372736930847,0.8305492997169495
900.0,8830e1ca23fffff,0.6030749082565308,0,0.6030749082565308,1.0,4800,1,0.10312889516353607,0.08991069346666336,0.1074378713965416,0.11207705736160278,0.09241215139627457,0.09810824692249298
900.0,8830e1ca29fffff,0.841698169708252,9,0.09352201885647243,1.0,4800,1,0.15060484409332275,0.16116227209568024,0.11038948595523834,0.09007184952497482,0.17380310595035553,0.15566667914390564
900.0,8830e1ca2bfffff,0.5627140402793884,10,0.05627140402793884,1.0,4800,0,0.09225308150053024,0.08137132227420807,0.08846910297870636,0.1219843327999115,0.0844796746969223,0.09415656328201294
900.0,8830e1ca2dfffff,6.601329326629639,5,1.3202658653259278,1.128106346130371,5415,7,1.1343677043914795,0.40461885929107666,1.1307954788208008,1.2998837232589722,1.000154972076416,1.631508469581604
900.0,8830e1ca63fffff,0.5881661772727966,3,0.19605539242426553,1.0,4800,1,0.09909924119710922,0.08843441307544708,0.10085410624742508,0.09499170631170273,0.1010717898607254,0.1037149503827095
1200.0,8830e1ca05fffff,5.7593536376953125,10,0.5759353637695312,1.0,4800,6,1.0965601205825806,1.295134425163269,0.6901339292526245,0.84244704246521,0.8745436072349548,0.9605346918106079
1200.0,8830e1ca07fffff,5.911540985107422,5,1.1823081970214844,1.0729232788085938,5150,6,1.0872817039489746,1.161533236503601,0.9161756634712219,0.904615581035614,0.9094550609588623,0.932479977607727
1200.0,8830e1ca21fffff,6.0528669357299805,2,3.0264334678649902,1.8105733871459961,8691,11,1.381263256072998,0.9882143139839172,1.0421087741851807,0.9086503386497498,1.0509898662567139,0.6816408634185791
1200.0,8830e1ca23fffff,0.6994627714157104,0,0.6994627714157104,1.0,4800,1,0.12413341552019119,0.14997246861457825,0.11244175583124161,0.051528945565223694,0.1185464859008789,0.1428397297859192
1200.0,8830e1ca29fffff,0.6380367279052734,6,0.1063394546508789,1.0,4800,1,0.11583772301673889,0.087985560297966,0.10085410624742508,0.0648300051689148,0.14397354423999786,0.12455576658248901
1200.0,8830e1ca2bfffff,0.5458585619926453,10,0.054585856199264524,1.0,4800,0,0.09225308150053024,0.08137132227420807,0.08846910297870636,0.09614460170269012,0.09346390515565872,0.09415656328201294
1200.0,8830e1ca2dfffff,6.131533622741699,2,3.0657668113708496,1.8263067245483398,8766,12,0.6678618788719177,1.3230085372924805,0.8882845044136047,1.3502144813537598,0.9759798049926758,0.9261848330497742
1200.0,8830e1ca63fffff,0.5920076966285706,3,0.19733589887619019,1.0,4800,1,0.10993834584951401,0.09215542674064636,0.1074378713965416,0.06271158903837204,0.11604946106672287,0.1037149503827095
1500.0,8830e1ca05fffff,5.609992980957031,13,0.4315379216120793,1.0,4800,8,1.033431053161621,0.8692901134490967,0.8386103510856628,1.0298107862472534,0.8914480209350586,0.9474024176597595
1500.0,8830e1ca07fffff,5.937433242797852,5,1.1874866485595703,1.0749946594238282,5160,9,1.1437714099884033,1.0973378419876099,0.9346258044242859,0.9005646109580994,1.0111722946166992,0.8499614596366882
1500.0,8830e1ca21fffff,5.4392242431640625,3,1.8130747477213542,1.3252298990885416,6361,10,0.7162470817565918,0.741212785243988,1.3978337049484253,0.7028886079788208,0.9866003394126892,0.894441545009613
1500.0,8830e1ca23fffff,0.6310665607452393,0,0.6310665607452393,1.0,4800,1,0.12563872337341309,0.09642729163169861,0.10085410624742508,0.06128942593932152,0.11842445284128189,0.12843254208564758
1500.0,8830e1ca29fffff,0.7264609336853027,11,0.06604190306230025,1.0,4800,1,0.17230427265167236,0.0923980325460434,0.1074378713965416,0.06157960370182991,0.1597972959280014,0.13294380903244019
1500.0,8830e1ca2bfffff,0.5457541346549988,5,0.10915082693099976,1.0,4800,1,0.09121498465538025,0.08206278085708618,0.08846910297870636,0.09638677537441254,0.09346390515565872,0.09415656328201294
1500.0,8830e1ca2dfffff,6.305427074432373,3,2.101809024810791,1.4407236099243164,6915,12,1.4811007976531982,1.1585897207260132,0.8842214345932007,0.8450548648834229,1.1873537302017212,0.749106228351593
1500.0,8830e1ca63fffff,0.5738940834999084,3,0.19129802783330283,1.0,4800,1,0.10890024900436401,0.09333718568086624,0.10085410624742508,0.06080779805779457,0.1104544922709465,0.09954027086496353
1800.0,8830e1ca05fffff,5.200224876403809,14,0.3714446340288435,1.0,4800,6,1.1050083637237549,0.6204981207847595,0.7257789969444275,0.6700038313865662,1.0162667036056519,1.0626689195632935
1800.0,8830e1ca07fffff,5.680776596069336,2,2.840388298034668,1.7361553192138672,8334,12,1.149359107017517,0.8804179430007935,0.8651262521743774,0.8926422595977783,0.8798649311065674,1.0133659839630127
1800.0,8830e1ca21fffff,5.909106254577637,3,1.9697020848592122,1.3878808339436848,6662,10,0.8973029255867004,1.060834288597107,0.8565068244934082,0.9933120012283325,1.202620029449463,0.8985297679901123
1800.0,8830e1ca23fffff,0.6517630815505981,0,0.6517630815505981,1.0,4800,1,0.1230953186750412,0.08029433339834213,0.10371134430170059,0.09539900720119476,0.11913947761058807,0.13012360036373138
1800.0,8830e1ca29fffff,0.6004572510719299,10,0.06004572510719299,1.0,4800,1,0.10890024900436401,0.0758579894900322,0.10165907442569733,0.0688457041978836,0.13445760309696198,0.1107366755604744
1800.0,8830e1ca2bfffff,0.5370901226997375,8,0.0671362653374672,1.0,4800,1,0.09121498465538025,0.0659298226237297,0.09132634103298187,0.09768566489219666,0.09677670896053314,0.09415656328201294
1800.0,8830e1ca2dfffff,5.7132439613342285,3,1.9044146537780762,1.3617658615112305,6536,10,0.9768564105033875,1.0260038375854492,1.0543453693389893,0.9226003289222717,0.8650487661361694,0.8683889508247375
1800.0,8830e1ca63fffff,0.5652300715446472,2,0.2826150357723236,1.0,4800,1,0.10890024900436401,0.07720422744750977,0.10371134430170059,0.062106676399707794,0.11376729607582092,0.09954027086496353
2100.0,8830e1ca05fffff,6.066637992858887,14,0.4333312852042062,1.0,4800,6,0.8351646661758423,1.2234302759170532,0.7796861529350281,1.0537846088409424,1.0817221403121948,1.0928499698638916
2100.0,8830e1ca07fffff,6.237320899963379,1,6.237320899963379,3.0,14400,18,0.9351785778999329,0.9549258947372437,0.8993315696716309,1.1203378438949585,1.096190094947815,1.2313573360443115
2100.0,8830e1ca21fffff,5.419018745422363,3,1.8063395818074544,1.3225358327229817,6348,7,1.181705355644226,0.7087138891220093,0.414143830537796,0.9206265211105347,0.9826985001564026,1.2111308574676514
2100.0,8830e1ca23fffff,0.7682149410247803,0,0.7682149410247803,1.0,4800,1,0.1083972230553627,0.09660396724939346,0.12333665043115616,0.07193882763385773,0.13445760309696198,0.23348067700862885
2100.0,8830e1ca29fffff,0.5909475684165955,8,0.07386844605207443,1.0,4800,0,0.09755811840295792,0.09416495263576508,0.10474405437707901,0.06946419179439545,0.11994664371013641,0.10506957024335861
2100.0,8830e1ca2bfffff,0.5628135204315186,8,0.07035169005393982,1.0,4800,0,0.09071195870637894,0.08667580038309097,0.09235905110836029,0.10077878832817078,0.09677670896053314,0.09551118314266205
2100.0,8830e1ca2dfffff,6.462328910827637,5,1.2924657821655274,1.116986312866211,5362,7,1.1016407012939453,0.8390483260154724,0.88456791639328,1.2921934127807617,1.0954904556274414,1.2493879795074463
2100.0,8830e1ca63fffff,0.5909534692764282,1,0.5909534692764282,1.0,4800,1,0.1083972230553627,0.09795020520687103,0.10474405437707901,0.06519980728626251,0.11376729607582092,0.10089489072561264
2400.0,8830e1ca05fffff,5.872259140014648,6,0.978709856669108,1.0,4800,6,0.9879174828529358,1.3687171936035156,0.7182008028030396,0.9383955597877502,0.9791939854621887,0.879833996295929
