person_id,request_sec,pickup_datetime,edge_id,origin_zone,dest_category,x,y,latitude,longitude,pickup_sec,wait_sec,taxi_id,status
dyn_pax_1,5.0,2026-09-07 09:00:05,-309155295#1,residential|restaurant,,820.2174803017108,588.0239695218922,37.496880113093034,127.03012056506905,104.0,99.0,taxi_respawn_16,picked
dyn_pax_2,7.0,2026-09-07 09:00:07,1117538957#3,restaurant|subway_entrance|bus_stop,,465.5082521847807,644.8780924026132,37.49732530507706,127.02609663221197,20.0,13.0,taxi_39,picked
dyn_pax_3,8.0,2026-09-07 09:00:08,-542367267#1,bus_stop,,247.51018316686128,1414.7184918773391,37.504219024473855,127.02344900430944,110.0,102.0,taxi_respawn_12,picked
dyn_pax_4,8.0,2026-09-07 09:00:08,-913950883#1,residential|company|restaurant,,391.36286393582424,840.6655979518604,37.49907500229157,127.0252118555046,190.0,182.0,taxi_respawn_30,picked
dyn_pax_5,9.0,2026-09-07 09:00:09,-557469300#1,restaurant,,739.5265057687212,1049.0561556697721,37.5010180173999,127.02909905278416,135.0,126.0,taxi_respawn_29,picked
dyn_pax_6,10.0,2026-09-07 09:00:10,-379232161#3,restaurant,,957.578372934647,431.27964063812743,37.495494003443426,127.03171068469486,118.0,108.0,taxi_respawn_34,picked
dyn_pax_7,11.0,2026-09-07 09:00:11,-379463124,restaurant,,592.9390816363945,1268.4136255899298,37.5029663815994,127.02738959394404,43.0,32.0,taxi_4,picked
dyn_pax_8,12.0,2026-09-07 09:00:12,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,407.0,395.0,taxi_8,picked
dyn_pax_9,13.0,2026-09-07 09:00:13,218873820#0,restaurant|subway_entrance|bus_stop,,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,107.0,94.0,taxi_16,picked
dyn_pax_10,14.0,2026-09-07 09:00:14,305539406,company|restaurant|subway_entrance,,566.389495917364,736.5285064605782,37.49816998085155,127.02721550408178,56.0,42.0,taxi_5,picked
dyn_pax_11,15.0,2026-09-07 09:00:15,375049565#6,restaurant|subway_entrance|bus_stop,,789.5153251748014,798.8522330112556,37.49877353199428,127.02972351946808,158.0,143.0,taxi_respawn_6,picked
dyn_pax_12,18.0,2026-09-07 09:00:18,1376141182#0,bus_stop,,385.7154046370183,1301.0311255965628,37.50322104370192,127.02503873135461,70.0,52.0,taxi_18,picked
dyn_pax_13,20.0,2026-09-07 09:00:20,-504509918#2,company|restaurant|bus_stop,,398.9694242295193,827.4758220967593,37.49895762305832,127.02530099003066,106.0,86.0,taxi_15,picked
dyn_pax_14,21.0,2026-09-07 09:00:21,-504509918#2,company|restaurant|bus_stop,,398.9694242295193,827.4758220967593,37.49895762305832,127.02530099003066,111.0,90.0,taxi_40,picked
dyn_pax_15,22.0,2026-09-07 09:00:22,-1537068129#0,restaurant,,962.1540281232122,1146.7630824504436,37.50194018104768,127.03159317410272,44.0,22.0,taxi_6,picked
dyn_pax_16,26.0,2026-09-07 09:00:26,178441450#1,residential|company|restaurant|bus_stop,,282.90243066757296,609.4157395563556,37.496971320837204,127.02404044855805,148.0,122.0,taxi_respawn_37,picked
dyn_pax_17,26.0,2026-09-07 09:00:26,117790041#2,restaurant,,441.66460303662666,1376.669936706078,37.50391299976682,127.0256534125234,144.0,118.0,taxi_23,picked
dyn_pax_18,26.0,2026-09-07 09:00:26,417933645#2,residential|company|restaurant,,757.7944798520502,568.4010952306102,37.496691568512986,127.02941943794849,133.0,107.0,taxi_respawn_5,picked
dyn_pax_19,29.0,2026-09-07 09:00:29,1117538958#3,bus_stop,,160.18899290588462,540.6019911995099,37.49632820280781,127.02266936696756,66.0,37.0,taxi_respawn_24,picked
dyn_pax_20,34.0,2026-09-07 09:00:34,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,50.0,16.0,taxi_0,picked
dyn_pax_21,38.0,2026-09-07 09:00:38,521766180#1,company|restaurant|bus_stop,,466.73410130235357,1169.2838037446552,37.502049542882666,127.02598608796039,677.0,639.0,taxi_10,picked
dyn_pax_22,43.0,2026-09-07 09:00:43,309155295#1,restaurant,,764.2225196982893,558.1760304781078,37.4966006705371,127.0294945363528,104.0,61.0,taxi_respawn_35,picked
dyn_pax_23,52.0,2026-09-07 09:00:52,218873820#0,restaurant|subway_entrance|bus_stop,,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,110.0,58.0,taxi_respawn_18,picked
dyn_pax_24,58.0,2026-09-07 09:00:58,218873820#0,restaurant|subway_entrance|bus_stop,,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,115.0,57.0,taxi_1,picked
dyn_pax_25,60.0,2026-09-07 09:01:00,218857636#1,residential|company|restaurant|bus_stop,,297.92905089287035,623.2061345250047,37.49709839153085,127.02420706961871,188.0,128.0,taxi_11,picked
dyn_pax_26,61.0,2026-09-07 09:01:01,521766175#1,company|restaurant|subway_entrance,,332.9365590021661,1411.5585828157227,37.504206724109,127.02441570308932,66.0,5.0,taxi_respawn_8,picked
dyn_pax_27,62.0,2026-09-07 09:01:02,-117823785#1,restaurant,,983.1954817367493,635.6880668681273,37.49734021138362,127.03195197441553,82.0,20.0,taxi_43,picked
dyn_pax_28,63.0,2026-09-07 09:01:03,1229817205#0,company|subway_entrance|bus_stop,,599.2457558679199,652.2907550986157,37.497417346160496,127.02760695963683,137.0,74.0,taxi_12,picked
dyn_pax_29,64.0,2026-09-07 09:01:04,975332778#1,bus_stop,,681.6099970732737,721.9380561808346,37.49806030190971,127.02852170075586,139.0,75.0,taxi_25,picked
dyn_pax_30,65.0,2026-09-07 09:01:05,129731858#2,restaurant,,783.9672744139122,855.548332172334,37.49928322221005,127.02964736483162,118.0,53.0,taxi_29,picked
dyn_pax_31,67.0,2026-09-07 09:01:07,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,78.0,11.0,taxi_38,picked
dyn_pax_32,70.0,2026-09-07 09:01:10,-506191135#2,residential|bus_stop,,236.19733776439384,769.6838415951818,37.49840622577806,127.02347432089968,75.0,5.0,taxi_respawn_28,picked
dyn_pax_33,73.0,2026-09-07 09:01:13,-541692164#2,subway_entrance,,317.7122087179151,1441.0296574375257,37.504469327730426,127.0242365566347,104.0,31.0,taxi_respawn_32,picked
dyn_pax_34,73.0,2026-09-07 09:01:13,-379463134#2,restaurant,,527.5499142349145,1277.2476095039178,37.503033607059436,127.02664812966836,87.0,14.0,taxi_respawn_17,picked
dyn_pax_35,75.0,2026-09-07 09:01:15,523141074#0,company|restaurant|subway_entrance,,524.0338794858329,871.4890157117229,37.4993777454413,127.02670460634431,189.0,114.0,taxi_32,picked
dyn_pax_36,77.0,2026-09-07 09:01:17,218857636#1,residential|company|restaurant|bus_stop,,297.92905089287035,623.2061345250047,37.49709839153085,127.02420706961871,85.0,8.0,taxi_respawn_26,picked
dyn_pax_37,78.0,2026-09-07 09:01:18,506191135#3,residential|company|restaurant|bus_stop,,238.79972345576414,789.4714057742513,37.49858497042428,127.023499044737,87.0,9.0,taxi_respawn_13,picked
dyn_pax_38,79.0,2026-09-07 09:01:19,1229817205#0,company|subway_entrance|bus_stop,,599.2457558679199,652.2907550986157,37.497417346160496,127.02760695963683,112.0,33.0,taxi_respawn_9,picked
dyn_pax_39,81.0,2026-09-07 09:01:21,1229817205#0,company|subway_entrance|bus_stop,,599.2457558679199,652.2907550986157,37.497417346160496,127.02760695963683,148.0,67.0,taxi_31,picked
dyn_pax_40,86.0,2026-09-07 09:01:26,805827757#0,restaurant,,762.3138727549854,912.1862152730512,37.49978934916138,127.02938912364917,120.0,34.0,taxi_42,picked
dyn_pax_41,89.0,2026-09-07 09:01:29,218873820#0,restaurant|subway_entrance|bus_stop,,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,129.0,40.0,taxi_respawn_23,picked
dyn_pax_42,90.0,2026-09-07 09:01:30,521766175#1,company|restaurant|subway_entrance,,332.9365590021661,1411.5585828157227,37.504206724109,127.02441570308932,107.0,17.0,taxi_47,picked
dyn_pax_43,90.0,2026-09-07 09:01:30,129731720#0,residential|company|restaurant,,292.10678712231254,1113.150773394943,37.50151085547559,127.02402489828896,221.0,131.0,taxi_35,picked
dyn_pax_44,93.0,2026-09-07 09:01:33,975332778#1,bus_stop,,681.6099970732737,721.9380561808346,37.49806030190971,127.02852170075586,151.0,58.0,taxi_36,picked
dyn_pax_45,93.0,2026-09-07 09:01:33,417750354#1,restaurant,,919.2899707887079,1024.6134421491665,37.5008317366974,127.03113741131199,130.0,37.0,taxi_respawn_10,picked
dyn_pax_46,93.0,2026-09-07 09:01:33,1117538958#3,bus_stop,,160.18899290588462,540.6019911995099,37.49632820280781,127.02266936696756,99.0,6.0,taxi_13,picked
dyn_pax_47,104.0,2026-09-07 09:01:44,178441450#1,residential|company|restaurant|bus_stop,,282.90243066757296,609.4157395563556,37.496971320837204,127.02404044855805,154.0,50.0,taxi_27,picked
dyn_pax_48,104.0,2026-09-07 09:01:44,129731720#0,residential|company|restaurant,,292.10678712231254,1113.150773394943,37.50151085547559,127.02402489828896,302.0,198.0,taxi_19,picked
dyn_pax_49,105.0,2026-09-07 09:01:45,975332778#0,restaurant,,667.9217791522676,716.9366930139246,37.49801266412058,127.02836812020041,155.0,50.0,taxi_respawn_21,picked
dyn_pax_50,107.0,2026-09-07 09:01:47,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,139.0,32.0,taxi_41,picked
dyn_pax_51,107.0,2026-09-07 09:01:47,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,137.0,30.0,taxi_46,picked
dyn_pax_52,109.0,2026-09-07 09:01:49,417750337#1,restaurant,,654.3039749436668,1311.1147669608317,37.50336263595113,127.02807333923603,119.0,10.0,taxi_26,picked
dyn_pax_53,110.0,2026-09-07 09:01:50,-417933645#1,restaurant,,753.9829961438405,551.6859834676363,37.49654027420169,127.02938030242663,152.0,42.0,taxi_3,picked
dyn_pax_54,112.0,2026-09-07 09:01:52,523141074#0,company|restaurant|subway_entrance,,524.0338794858329,871.4890157117229,37.4993777454413,127.02670460634431,290.0,178.0,taxi_respawn_25,picked
dyn_pax_55,113.0,2026-09-07 09:01:53,117790051#2,restaurant,,558.5532373104973,1361.778638311631,37.503800946163,127.02697864469606,154.0,41.0,taxi_22,picked
dyn_pax_56,115.0,2026-09-07 09:01:55,117790062#7,restaurant,,610.3314045210797,1078.999817662281,37.50126336859982,127.02763115548898,208.0,93.0,taxi_20,picked
dyn_pax_57,116.0,2026-09-07 09:01:56,521766180#1,company|restaurant|bus_stop,,466.73410130235357,1169.2838037446552,37.502049542882666,127.02598608796039,195.0,79.0,taxi_9,picked
dyn_pax_58,118.0,2026-09-07 09:01:58,1376141183#0,bus_stop,,548.2528111146681,901.2117688498424,37.49965007283687,127.02697139402301,223.0,105.0,taxi_respawn_31,picked
dyn_pax_59,119.0,2026-09-07 09:01:59,-506191135#22,residential|company|restaurant|bus_stop,,38.693950105848444,1321.9513167019495,37.50334380565249,127.02110990869835,200.0,81.0,taxi_respawn_36,picked
dyn_pax_60,121.0,2026-09-07 09:02:01,218873820#0,restaurant|subway_entrance|bus_stop,,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,197.0,76.0,taxi_17,picked
dyn_pax_61,124.0,2026-09-07 09:02:04,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,233.0,109.0,taxi_24,picked
dyn_pax_62,124.0,2026-09-07 09:02:04,218877837#0,company,,455.71990885566936,1045.563527646426,37.50093295148158,127.02589090425857,142.0,18.0,taxi_30,picked
dyn_pax_63,127.0,2026-09-07 09:02:07,417933642#2,residential|restaurant,,976.5976168723116,645.9370182109647,37.49743129415275,127.0318749523804,139.0,12.0,taxi_28,picked
dyn_pax_64,129.0,2026-09-07 09:02:09,417933642#0,restaurant|bus_stop,,1041.0954363710525,463.30841921497654,37.49579826441859,127.03264736696761,182.0,53.0,taxi_respawn_4,picked
dyn_pax_65,130.0,2026-09-07 09:02:10,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,315.0,185.0,taxi_44,picked
dyn_pax_66,135.0,2026-09-07 09:02:15,178441450#1,residential|company|restaurant|bus_stop,,282.90243066757296,609.4157395563556,37.496971320837204,127.02404044855805,368.0,233.0,taxi_respawn_22,picked
dyn_pax_67,139.0,2026-09-07 09:02:19,521770119#1,restaurant|bus_stop,,527.3115514435282,995.8620162900467,37.50049875494786,127.02671217090477,232.0,93.0,taxi_48,picked
dyn_pax_68,140.0,2026-09-07 09:02:20,417933646#2,residential|restaurant,,830.3119525357222,594.5819430897021,37.496941093289735,127.0302331440542,164.0,24.0,taxi_respawn_7,picked
dyn_pax_69,141.0,2026-09-07 09:02:21,541692164#1,subway_entrance,,271.6277521231475,1406.6420105391767,37.5041508337347,127.02372362926798,193.0,52.0,taxi_7,picked
dyn_pax_70,144.0,2026-09-07 09:02:24,1376141183#0,bus_stop,,548.2528111146681,901.2117688498424,37.49965007283687,127.02697139402301,173.0,29.0,taxi_respawn_3,picked
dyn_pax_71,145.0,2026-09-07 09:02:25,178441450#1,residential|company|restaurant|bus_stop,,282.90243066757296,609.4157395563556,37.496971320837204,127.02404044855805,180.0,35.0,taxi_33,picked
dyn_pax_72,145.0,2026-09-07 09:02:25,-504509918#2,company|restaurant|bus_stop,,398.9694242295193,827.4758220967593,37.49895762305832,127.02530099003066,187.0,42.0,taxi_49,picked
dyn_pax_73,147.0,2026-09-07 09:02:27,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,208.0,61.0,taxi_respawn_19,picked
dyn_pax_74,149.0,2026-09-07 09:02:29,975332778#1,bus_stop,,681.6099970732737,721.9380561808346,37.49806030190971,127.02852170075586,255.0,106.0,taxi_39,picked
dyn_pax_75,150.0,2026-09-07 09:02:30,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,257.0,107.0,taxi_respawn_1,picked
dyn_pax_76,152.0,2026-09-07 09:02:32,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,253.0,101.0,taxi_2,picked
dyn_pax_77,157.0,2026-09-07 09:02:37,218857636#1,residential|company|restaurant|bus_stop,,297.92905089287035,623.2061345250047,37.49709839153085,127.02420706961871,248.0,91.0,taxi_37,picked
dyn_pax_78,157.0,2026-09-07 09:02:37,-557469234,restaurant,,929.7298817515857,1030.9986809445256,37.50089122514563,127.03125394368278,308.0,151.0,taxi_respawn_27,picked
dyn_pax_79,159.0,2026-09-07 09:02:39,417933642#0,restaurant|bus_stop,,1041.0954363710525,463.30841921497654,37.49579826441859,127.03264736696761,310.0,151.0,taxi_respawn_14,picked
dyn_pax_80,161.0,2026-09-07 09:02:41,1117538957#3,restaurant|subway_entrance|bus_stop,,465.5082521847807,644.8780924026132,37.49732530507706,127.02609663221197,290.0,129.0,taxi_respawn_11,picked
dyn_pax_81,161.0,2026-09-07 09:02:41,239962780#1,company|restaurant,,78.091042197054,1418.7355011637856,37.504223128704645,127.02153236485597,214.0,53.0,taxi_respawn_2,picked
dyn_pax_82,162.0,2026-09-07 09:02:42,375049565#6,restaurant|subway_entrance|bus_stop,,789.5153251748014,798.8522330112556,37.49877353199428,127.02972351946808,289.0,127.0,taxi_respawn_20,picked
dyn_pax_83,164.0,2026-09-07 09:02:44,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,198.0,34.0,taxi_respawn_33,picked
dyn_pax_84,164.0,2026-09-07 09:02:44,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,226.0,62.0,taxi_45,picked
dyn_pax_85,164.0,2026-09-07 09:02:44,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,215.0,51.0,taxi_respawn_38,picked
dyn_pax_86,167.0,2026-09-07 09:02:47,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,220.0,53.0,taxi_14,picked
dyn_pax_87,168.0,2026-09-07 09:02:48,375049565#6,restaurant|subway_entrance|bus_stop,,789.5153251748014,798.8522330112556,37.49877353199428,127.02972351946808,294.0,126.0,taxi_21,picked
dyn_pax_88,170.0,2026-09-07 09:02:50,-506191135#2,residential|bus_stop,,236.19733776439384,769.6838415951818,37.49840622577806,127.02347432089968,240.0,70.0,taxi_respawn_15,picked
dyn_pax_89,170.0,2026-09-07 09:02:50,-309155295#2,restaurant,,851.6644930724242,598.8503866590313,37.496983571544654,127.03047355257749,297.0,127.0,taxi_34,picked
dyn_pax_90,172.0,2026-09-07 09:02:52,1376141183#0,bus_stop,,548.2528111146681,901.2117688498424,37.49965007283687,127.02697139402301,495.0,323.0,taxi_respawn_6,picked
dyn_pax_91,173.0,2026-09-07 09:02:53,305539406,company|restaurant|subway_entrance,,566.389495917364,736.5285064605782,37.49816998085155,127.02721550408178,323.0,150.0,taxi_7,picked
dyn_pax_92,175.0,2026-09-07 09:02:55,218857636#1,residential|company|restaurant|bus_stop,,297.92905089287035,623.2061345250047,37.49709839153085,127.02420706961871,325.0,150.0,taxi_46,picked
dyn_pax_93,181.0,2026-09-07 09:03:01,-504509918#2,company|restaurant|bus_stop,,398.9694242295193,827.4758220967593,37.49895762305832,127.02530099003066,,,,timeout
dyn_pax_94,182.0,2026-09-07 09:03:02,521770116#2,company|restaurant|bus_stop,,432.3182248087171,1108.514093563608,37.50149560521279,127.02561136613096,231.0,49.0,taxi_respawn_13,picked
dyn_pax_95,183.0,2026-09-07 09:03:03,-309155295#4,residential|restaurant,,966.4689567179357,639.4784987131154,37.49737120494098,127.0317619612052,245.0,62.0,taxi_respawn_16,picked
dyn_pax_96,187.0,2026-09-07 09:03:07,305539406,company|restaurant|subway_entrance,,566.389495917364,736.5285064605782,37.49816998085155,127.02721550408178,,,,timeout
dyn_pax_97,187.0,2026-09-07 09:03:07,521766175#1,company|restaurant|subway_entrance,,332.9365590021661,1411.5585828157227,37.504206724109,127.02441570308932,381.0,194.0,taxi_47,picked
dyn_pax_98,190.0,2026-09-07 09:03:10,1376141183#0,bus_stop,,548.2528111146681,901.2117688498424,37.49965007283687,127.02697139402301,,,,timeout
dyn_pax_99,191.0,2026-09-07 09:03:11,375049565#6,restaurant|subway_entrance|bus_stop,,789.5153251748014,798.8522330112556,37.49877353199428,127.02972351946808,,,,timeout
