person_id,request_sec,pickup_datetime,edge_id,origin_zone,dest_category,x,y,latitude,longitude,pickup_sec,wait_sec,taxi_id,status
dyn_pax_1,3.0,2026-09-07 09:00:03,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,68.0,65.0,taxi_18,picked
dyn_pax_2,3.0,2026-09-07 09:00:03,-129731852,restaurant,,721.4959946165901,929.589824990092,37.499938423771525,127.02892348366522,85.0,82.0,taxi_12,picked
dyn_pax_3,4.0,2026-09-07 09:00:04,480850873,company|restaurant|bus_stop,,548.1935052770749,708.5896639848544,37.49791486187585,127.0270163956136,287.0,283.0,taxi_15,picked
dyn_pax_4,6.0,2026-09-07 09:00:06,1376141182#0,bus_stop,,385.7154046370183,1301.0311255965628,37.50322104370192,127.02503873135461,77.0,71.0,taxi_respawn_9,picked
dyn_pax_5,8.0,2026-09-07 09:00:08,218873820#0,restaurant|subway_entrance|bus_stop,,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,295.0,287.0,taxi_11,picked
dyn_pax_6,9.0,2026-09-07 09:00:09,178441450#1,residential|company|restaurant|bus_stop,,282.90243066757296,609.4157395563556,37.496971320837204,127.02404044855805,73.0,64.0,taxi_respawn_28,picked
dyn_pax_7,11.0,2026-09-07 09:00:11,1229817205#1,residential|bus_stop,,631.6400080768872,572.7061575261558,37.49670653972221,127.02799208080955,120.0,109.0,taxi_40,picked
dyn_pax_8,13.0,2026-09-07 09:00:13,218857636#1,residential|company|restaurant|bus_stop,,297.92905089287035,623.2061345250047,37.49709839153085,127.02420706961871,187.0,174.0,taxi_11,picked
dyn_pax_9,14.0,2026-09-07 09:00:14,542367267#1,company|restaurant,,199.26981683313872,1381.121508122661,37.50390724154084,127.02291151664822,206.0,192.0,taxi_8,picked
dyn_pax_10,17.0,2026-09-07 09:00:17,218873820#0,restaurant|subway_entrance|bus_stop,,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,126.0,109.0,taxi_20,picked
dyn_pax_11,17.0,2026-09-07 09:00:17,-417933645#2,company|restaurant|subway_entrance,,701.1658676593129,719.5455833044954,37.49804244093877,127.02874337560036,118.0,101.0,taxi_43,picked
dyn_pax_12,23.0,2026-09-07 09:00:23,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,136.0,113.0,taxi_15,picked
dyn_pax_13,24.0,2026-09-07 09:00:24,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,114.0,90.0,taxi_47,picked
dyn_pax_14,26.0,2026-09-07 09:00:26,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,85.0,59.0,taxi_25,picked
