person_id,request_sec,pickup_datetime,edge_id,origin_zone,dest_category,x,y,latitude,longitude,pickup_sec,wait_sec,taxi_id,status
dyn_pax_1,2.0,2026-09-07 09:00:02,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,93.0,91.0,taxi_7,picked
dyn_pax_2,3.0,2026-09-07 09:00:03,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,98.0,95.0,taxi_38,picked
dyn_pax_3,6.0,2026-09-07 09:00:06,975332778#1,bus_stop,,681.6099970732737,721.9380561808346,37.49806030190971,127.02852170075586,178.0,172.0,taxi_respawn_10,picked
dyn_pax_4,11.0,2026-09-07 09:00:11,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,105.0,94.0,taxi_respawn_26,picked
dyn_pax_5,12.0,2026-09-07 09:00:12,417933642#0,restaurant|bus_stop,,1041.0954363710525,463.30841921497654,37.49579826441859,127.03264736696761,101.0,89.0,taxi_43,picked
dyn_pax_6,14.0,2026-09-07 09:00:14,1376141183#0,bus_stop,,548.2528111146681,901.2117688498424,37.49965007283687,127.02697139402301,52.0,38.0,taxi_39,picked
dyn_pax_7,15.0,2026-09-07 09:00:15,-542367267#0,company,,179.75773525047865,1390.7576253945435,37.50399035207237,127.02268859703804,22.0,7.0,taxi_19,picked
dyn_pax_8,20.0,2026-09-07 09:00:20,541692164#1,subway_entrance,,271.6277521231475,1406.6420105391767,37.5041508337347,127.02372362926798,54.0,34.0,taxi_18,picked
dyn_pax_9,20.0,2026-09-07 09:00:20,379463134#3,restaurant,,544.2510512741843,1273.4484249309019,37.503002538586315,127.0268378740983,54.0,34.0,taxi_4,picked
dyn_pax_10,21.0,2026-09-07 09:00:21,417933642#0,restaurant|bus_stop,,1041.0954363710525,463.30841921497654,37.49579826441859,127.03264736696761,55.0,34.0,taxi_12,picked
dyn_pax_11,23.0,2026-09-07 09:00:23,521766180#1,company|restaurant|bus_stop,,466.73410130235357,1169.2838037446552,37.502049542882666,127.02598608796039,112.0,89.0,taxi_23,picked
dyn_pax_12,24.0,2026-09-07 09:00:24,521766175#1,company|restaurant|subway_entrance,,332.9365590021661,1411.5585828157227,37.504206724109,127.02441570308932,73.0,49.0,taxi_respawn_27,picked
dyn_pax_13,29.0,2026-09-07 09:00:29,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,47.0,18.0,taxi_16,picked
dyn_pax_14,31.0,2026-09-07 09:00:31,117790036#1,company,,849.7103307162836,1232.6514730855474,37.50269269072902,127.03030143103514,63.0,32.0,taxi_22,picked
dyn_pax_15,31.0,2026-09-07 09:00:31,1117538958#2,company,,104.12900552775619,520.131995808405,37.496133188537314,127.02204040818502,42.0,11.0,taxi_respawn_3,picked
dyn_pax_16,31.0,2026-09-07 09:00:31,117790039#0,restaurant,,1059.1652257347846,901.0190091909938,37.49974471524068,127.0327481916661,102.0,71.0,taxi_respawn_13,picked
dyn_pax_17,32.0,2026-09-07 09:00:32,521766175#1,company|restaurant|subway_entrance,,332.9365590021661,1411.5585828157227,37.504206724109,127.02441570308932,41.0,9.0,taxi_0,picked
dyn_pax_18,33.0,2026-09-07 09:00:33,1117538957#3,restaurant|subway_entrance|bus_stop,,465.5082521847807,644.8780924026132,37.49732530507706,127.02609663221197,40.0,7.0,taxi_respawn_30,picked
dyn_pax_19,34.0,2026-09-07 09:00:34,521770116#2,company|restaurant|bus_stop,,432.3182248087171,1108.514093563608,37.50149560521279,127.02561136613096,130.0,96.0,taxi_8,picked
dyn_pax_20,37.0,2026-09-07 09:00:37,305539406,company|restaurant|subway_entrance,,566.389495917364,736.5285064605782,37.49816998085155,127.02721550408178,198.0,161.0,taxi_respawn_21,picked
dyn_pax_21,39.0,2026-09-07 09:00:39,218877837#2,company|restaurant|bus_stop,,479.4555212141038,978.0213907550284,37.500328997763305,127.02617530290202,597.0,558.0,taxi_respawn_29,picked
dyn_pax_22,39.0,2026-09-07 09:00:39,-129731858#3,restaurant,,760.2046779472714,898.6469063162286,37.49966698472747,127.02936848203807,143.0,104.0,taxi_respawn_24,picked
dyn_pax_23,41.0,2026-09-07 09:00:41,541692164#1,subway_entrance,,271.6277521231475,1406.6420105391767,37.5041508337347,127.02372362926798,46.0,5.0,taxi_46,picked
dyn_pax_24,41.0,2026-09-07 09:00:41,129731859#4,restaurant,,948.3176585840322,968.5888771831698,37.50033252074231,127.03147887955224,65.0,24.0,taxi_6,picked
dyn_pax_25,42.0,2026-09-07 09:00:42,-504509918#2,company|restaurant|bus_stop,,398.9694242295193,827.4758220967593,37.49895762305832,127.02530099003066,98.0,56.0,taxi_35,picked
dyn_pax_26,43.0,2026-09-07 09:00:43,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,53.0,10.0,taxi_31,picked
dyn_pax_27,44.0,2026-09-07 09:00:44,178441450#1,residential|company|restaurant|bus_stop,,282.90243066757296,609.4157395563556,37.496971320837204,127.02404044855805,53.0,9.0,taxi_15,picked
dyn_pax_28,47.0,2026-09-07 09:00:47,218857636#1,residential|company|restaurant|bus_stop,,297.92905089287035,623.2061345250047,37.49709839153085,127.02420706961871,55.0,8.0,taxi_40,picked
dyn_pax_29,50.0,2026-09-07 09:00:50,-379232155,restaurant,,999.2800162208075,449.1965960198298,37.495663263085994,127.03217793178025,113.0,63.0,taxi_25,picked
dyn_pax_30,51.0,2026-09-07 09:00:51,480850873,company|restaurant|bus_stop,,548.1935052770749,708.5896639848544,37.49791486187585,127.0270163956136,494.0,443.0,taxi_respawn_8,picked
dyn_pax_31,52.0,2026-09-07 09:00:52,1229817205#1,residential|bus_stop,,631.6400080768872,572.7061575261558,37.49670653972221,127.02799208080955,105.0,53.0,taxi_1,picked
dyn_pax_32,52.0,2026-09-07 09:00:52,1229817205#0,company|subway_entrance|bus_stop,,599.2457558679199,652.2907550986157,37.497417346160496,127.02760695963683,432.0,380.0,taxi_respawn_28,picked
dyn_pax_33,55.0,2026-09-07 09:00:55,1229817205#1,residential|bus_stop,,631.6400080768872,572.7061575261558,37.49670653972221,127.02799208080955,109.0,54.0,taxi_11,picked
dyn_pax_34,57.0,2026-09-07 09:00:57,1376141182#0,bus_stop,,385.7154046370183,1301.0311255965628,37.50322104370192,127.02503873135461,578.0,521.0,taxi_10,picked
dyn_pax_35,58.0,2026-09-07 09:00:58,417731530,company|restaurant,,191.66975375905443,1429.5779711342507,37.5043423120142,127.02281406437154,66.0,8.0,taxi_48,picked
dyn_pax_36,61.0,2026-09-07 09:01:01,218873820#0,restaurant|subway_entrance|bus_stop,,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,115.0,54.0,taxi_respawn_20,picked
dyn_pax_37,62.0,2026-09-07 09:01:02,218873820#0,restaurant|subway_entrance|bus_stop,,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,128.0,66.0,taxi_3,picked
dyn_pax_38,64.0,2026-09-07 09:01:04,521770119#1,restaurant|bus_stop,,527.3115514435282,995.8620162900467,37.50049875494786,127.02671217090477,142.0,78.0,taxi_32,picked
dyn_pax_39,66.0,2026-09-07 09:01:06,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,78.0,12.0,taxi_respawn_38,picked
dyn_pax_40,67.0,2026-09-07 09:01:07,375049565#6,restaurant|subway_entrance|bus_stop,,789.5153251748014,798.8522330112556,37.49877353199428,127.02972351946808,106.0,39.0,taxi_29,picked
dyn_pax_41,68.0,2026-09-07 09:01:08,129731720#0,residential|company|restaurant,,292.10678712231254,1113.150773394943,37.50151085547559,127.02402489828896,136.0,68.0,taxi_27,picked
dyn_pax_42,69.0,2026-09-07 09:01:09,521770119#0,restaurant|bus_stop,,548.9831206778387,935.1148840516827,37.499955620541705,127.02697161236954,156.0,87.0,taxi_36,picked
dyn_pax_43,70.0,2026-09-07 09:01:10,417933642#0,restaurant|bus_stop,,1041.0954363710525,463.30841921497654,37.49579826441859,127.03264736696761,132.0,62.0,taxi_respawn_12,picked
dyn_pax_44,71.0,2026-09-07 09:01:11,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,89.0,18.0,taxi_respawn_16,picked
dyn_pax_45,77.0,2026-09-07 09:01:17,521770119#1,restaurant|bus_stop,,527.3115514435282,995.8620162900467,37.50049875494786,127.02671217090477,178.0,101.0,taxi_42,picked
dyn_pax_46,77.0,2026-09-07 09:01:17,-417750337#2,restaurant,,578.5487433358253,1191.18897592047,37.50226799999912,127.02724519016736,111.0,34.0,taxi_respawn_2,picked
dyn_pax_47,78.0,2026-09-07 09:01:18,1376141183#0,bus_stop,,548.2528111146681,901.2117688498424,37.49965007283687,127.02697139402301,505.0,427.0,taxi_respawn_14,picked
dyn_pax_48,81.0,2026-09-07 09:01:21,1376141182#0,bus_stop,,385.7154046370183,1301.0311255965628,37.50322104370192,127.02503873135461,107.0,26.0,taxi_respawn_32,picked
dyn_pax_49,81.0,2026-09-07 09:01:21,379463134#0,company,,445.604196565268,1237.9330600893716,37.50266396162017,127.02573088108544,205.0,124.0,taxi_respawn_25,picked
dyn_pax_50,83.0,2026-09-07 09:01:23,375049565#6,restaurant|subway_entrance|bus_stop,,789.5153251748014,798.8522330112556,37.49877353199428,127.02972351946808,111.0,28.0,taxi_respawn_19,picked
dyn_pax_51,84.0,2026-09-07 09:01:24,417933642#0,restaurant|bus_stop,,1041.0954363710525,463.30841921497654,37.49579826441859,127.03264736696761,160.0,76.0,taxi_28,picked
dyn_pax_52,88.0,2026-09-07 09:01:28,1229817205#0,company|subway_entrance|bus_stop,,599.2457558679199,652.2907550986157,37.497417346160496,127.02760695963683,111.0,23.0,taxi_41,picked
dyn_pax_53,90.0,2026-09-07 09:01:30,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,165.0,75.0,taxi_respawn_7,picked
dyn_pax_54,92.0,2026-09-07 09:01:32,480850873,company|restaurant|bus_stop,,548.1935052770749,708.5896639848544,37.49791486187585,127.0270163956136,763.0,671.0,taxi_20,picked
dyn_pax_55,93.0,2026-09-07 09:01:33,1376141183#0,bus_stop,,548.2528111146681,901.2117688498424,37.49965007283687,127.02697139402301,181.0,88.0,taxi_respawn_18,picked
dyn_pax_56,93.0,2026-09-07 09:01:33,1376141182#0,bus_stop,,385.7154046370183,1301.0311255965628,37.50322104370192,127.02503873135461,112.0,19.0,taxi_respawn_39,picked
dyn_pax_57,94.0,2026-09-07 09:01:34,-309155295#4,residential|restaurant,,966.4689567179357,639.4784987131154,37.49737120494098,127.0317619612052,143.0,49.0,taxi_respawn_4,picked
dyn_pax_58,95.0,2026-09-07 09:01:35,305539406,company|restaurant|subway_entrance,,566.389495917364,736.5285064605782,37.49816998085155,127.02721550408178,139.0,44.0,taxi_respawn_33,picked
dyn_pax_59,95.0,2026-09-07 09:01:35,1056882877#3,residential|company|restaurant,,365.79280968467333,433.0557487307964,37.495398294451746,127.02501948586043,140.0,45.0,taxi_44,picked
dyn_pax_60,98.0,2026-09-07 09:01:38,305539406,company|restaurant|subway_entrance,,566.389495917364,736.5285064605782,37.49816998085155,127.02721550408178,211.0,113.0,taxi_13,picked
dyn_pax_61,101.0,2026-09-07 09:01:41,523141074#0,company|restaurant|subway_entrance,,524.0338794858329,871.4890157117229,37.4993777454413,127.02670460634431,278.0,177.0,taxi_respawn_34,picked
dyn_pax_62,102.0,2026-09-07 09:01:42,506191135#3,residential|company|restaurant|bus_stop,,238.79972345576414,789.4714057742513,37.49858497042428,127.023499044737,150.0,48.0,taxi_17,picked
dyn_pax_63,103.0,2026-09-07 09:01:43,1229817205#0,company|subway_entrance|bus_stop,,599.2457558679199,652.2907550986157,37.497417346160496,127.02760695963683,191.0,88.0,taxi_24,picked
dyn_pax_64,109.0,2026-09-07 09:01:49,417933642#0,restaurant|bus_stop,,1041.0954363710525,463.30841921497654,37.49579826441859,127.03264736696761,169.0,60.0,taxi_respawn_15,picked
dyn_pax_65,110.0,2026-09-07 09:01:50,521766180#1,company|restaurant|bus_stop,,466.73410130235357,1169.2838037446552,37.502049542882666,127.02598608796039,200.0,90.0,taxi_9,picked
dyn_pax_66,110.0,2026-09-07 09:01:50,219837933#0,residential|company,,49.0199205680682,1328.1480294371383,37.503401583976704,127.02122519296726,196.0,86.0,taxi_respawn_17,picked
dyn_pax_67,112.0,2026-09-07 09:01:52,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,855.0,743.0,taxi_33,picked
dyn_pax_68,116.0,2026-09-07 09:01:56,520307304#0,school|subway_entrance|bus_stop,,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,174.0,58.0,taxi_47,picked
dyn_pax_69,120.0,2026-09-07 09:02:00,26163000#0,restaurant,,655.1679463942612,1215.3400880972458,37.50250003106797,127.02810580802628,138.0,18.0,taxi_26,picked
dyn_pax_70,122.0,2026-09-07 09:02:02,-506191135#2,residential|bus_stop,,236.19733776439384,769.6838415951818,37.49840622577806,127.02347432089968,132.0,10.0,taxi_45,picked
dyn_pax_71,124.0,2026-09-07 09:02:04,1229817205#0,company|subway_entrance|bus_stop,,599.2457558679199,652.2907550986157,37.497417346160496,127.02760695963683,163.0,39.0,taxi_respawn_6,picked
dyn_pax_72,126.0,2026-09-07 09:02:06,521766180#1,company|restaurant|bus_stop,,466.73410130235357,1169.2838037446552,37.502049542882666,127.02598608796039,214.0,88.0,taxi_respawn_23,picked
dyn_pax_73,127.0,2026-09-07 09:02:07,1229817205#0,company|subway_entrance|bus_stop,,599.2457558679199,652.2907550986157,37.497417346160496,127.02760695963683,174.0,47.0,taxi_49,picked
dyn_pax_74,127.0,2026-09-07 09:02:07,-523141073,residential|company,,283.47995026542384,1109.9635024546676,37.50148051131825,127.02392811188028,286.0,159.0,taxi_14,picked
dyn_pax_75,129.0,2026-09-07 09:02:09,218873820#0,restaurant|subway_entrance|bus_stop,,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,179.0,50.0,taxi_30,picked
dyn_pax_76,130.0,2026-09-07 09:02:10,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,294.0,164.0,taxi_21,picked
dyn_pax_77,134.0,2026-09-07 09:02:14,375049565#6,restaurant|subway_entrance|bus_stop,,789.5153251748014,798.8522330112556,37.49877353199428,127.02972351946808,197.0,63.0,taxi_respawn_22,picked
dyn_pax_78,137.0,2026-09-07 09:02:17,417750337#5,restaurant,,522.3387290339521,1126.7881672814829,37.50167723806998,127.02662489231146,293.0,156.0,taxi_31,picked
dyn_pax_79,138.0,2026-09-07 09:02:18,1117538957#3,restaurant|subway_entrance|bus_stop,,465.5082521847807,644.8780924026132,37.49732530507706,127.02609663221197,169.0,31.0,taxi_37,picked
dyn_pax_80,142.0,2026-09-07 09:02:22,-309155295#4,residential|restaurant,,966.4689567179357,639.4784987131154,37.49737120494098,127.0317619612052,209.0,67.0,taxi_respawn_36,picked
dyn_pax_81,144.0,2026-09-07 09:02:24,417933645#2,residential|company|restaurant,,757.7944798520502,568.4010952306102,37.496691568512986,127.02941943794849,217.0,73.0,taxi_2,picked
dyn_pax_82,149.0,2026-09-07 09:02:29,521766175#1,company|restaurant|subway_entrance,,332.9365590021661,1411.5585828157227,37.504206724109,127.02441570308932,197.0,48.0,taxi_respawn_9,picked
dyn_pax_83,149.0,2026-09-07 09:02:29,26163000#3,restaurant,,602.970622715944,1275.0711016561868,37.50302824900089,127.02750144434575,316.0,167.0,taxi_respawn_31,picked
dyn_pax_84,152.0,2026-09-07 09:02:32,-129731721#2,company|restaurant,,388.6558839574922,820.9778890483499,37.49889713764622,127.02518592115393,191.0,39.0,taxi_34,picked
dyn_pax_85,153.0,2026-09-07 09:02:33,305539406,company|restaurant|subway_entrance,,566.389495917364,736.5285064605782,37.49816998085155,127.02721550408178,178.0,25.0,taxi_respawn_1,picked
dyn_pax_86,155.0,2026-09-07 09:02:35,494824662#3,restaurant|subway_entrance,,729.424850252167,406.6843378518681,37.49522941823122,127.02913698209235,305.0,150.0,taxi_respawn_5,picked
dyn_pax_87,156.0,2026-09-07 09:02:36,521766175#3,company|restaurant|subway_entrance|bus_stop,,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,213.0,57.0,taxi_respawn_11,picked
dyn_pax_88,156.0,2026-09-07 09:02:36,-542367267#1,bus_stop,,247.51018316686128,1414.7184918773391,37.504219024473855,127.02344900430944,188.0,32.0,taxi_respawn_37,picked
dyn_pax_89,157.0,2026-09-07 09:02:37,417933645#0,residential|restaurant,,823.1026288816429,385.61625104994533,37.49505730126708,127.03020109557775,345.0,188.0,taxi_5,picked
dyn_pax_90,158.0,2026-09-07 09:02:38,1376141182#0,bus_stop,,385.7154046370183,1301.0311255965628,37.50322104370192,127.02503873135461,214.0,56.0,taxi_respawn_35,picked
dyn_pax_91,159.0,2026-09-07 09:02:39,1376141182#0,bus_stop,,385.7154046370183,1301.0311255965628,37.50322104370192,127.02503873135461,206.0,47.0,taxi_40,picked
dyn_pax_92,162.0,2026-09-07 09:02:42,521766175#1,company|restaurant|subway_entrance,,332.9365590021661,1411.5585828157227,37.504206724109,127.02441570308932,,,,timeout
dyn_pax_93,164.0,2026-09-07 09:02:44,521766180#1,company|restaurant|bus_stop,,466.73410130235357,1169.2838037446552,37.502049542882666,127.02598608796039,287.0,123.0,taxi_respawn_26,picked
dyn_pax_94,165.0,2026-09-07 09:02:45,541692164#1,subway_entrance,,271.6277521231475,1406.6420105391767,37.5041508337347,127.02372362926798,,,,timeout
dyn_pax_95,165.0,2026-09-07 09:02:45,-417933645#2,company|restaurant|subway_entrance,,701.1658676593129,719.5455833044954,37.49804244093877,127.02874337560036,,,,timeout
dyn_pax_96,167.0,2026-09-07 09:02:47,494824662#3,restaurant|subway_entrance,,729.424850252167,406.6843378518681,37.49522941823122,127.02913698209235,,,,timeout
dyn_pax_97,168.0,2026-09-07 09:02:48,521766180#1,company|restaurant|bus_stop,,466.73410130235357,1169.2838037446552,37.502049542882666,127.02598608796039,642.0,474.0,taxi_respawn_24,picked
dyn_pax_98,170.0,2026-09-07 09:02:50,375049565#6,restaurant|subway_entrance|bus_stop,,789.5153251748014,798.8522330112556,37.49877353199428,127.02972351946808,,,,timeout
dyn_pax_99,172.0,2026-09-07 09:02:52,521766180#1,company|restaurant|bus_stop,,466.73410130235357,1169.2838037446552,37.502049542882666,127.02598608796039,445.0,273.0,taxi_respawn_38,picked
dyn_pax_100,175.0,2026-09-07 09:02:55,256787796#8,restaurant,,646.6563496183319,793.2391486514691,37.49869600620777,127.02810960194483,408.0,233.0,taxi_2,picked
dyn_pax_101,175.0,2026-09-07 09:02:55,-557469300#1,restaurant,,739.5265057687212,1049.0561556697721,37.5010180173999,127.02909905278416,370.0,195.0,taxi_48,picked
