request_id,pickup_datetime,latitude,longitude,h3_index,from_edge,to_edge,depart_sec
call_20260831_197,2026-08-31 09:00:04,37.49672184293896,127.02808069763005,8830e1ca21fffff,1229817205#1,-239954009#0,4.0
call_20260831_198,2026-08-31 09:01:39,37.49501761927428,127.0302514243789,8830e1ca21fffff,-379232161#1,521766180#1,99.0
call_20260831_199,2026-08-31 09:02:44,37.496266343908836,127.02852759378716,8830e1ca21fffff,521766182#0,802110008,164.0
call_20260831_200,2026-08-31 09:04:50,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,26163000#6,290.0
call_20260831_201,2026-08-31 09:04:56,37.495211559045984,127.02908983390974,8830e1ca21fffff,494824662#2,805827756#0,296.0
call_20260831_202,2026-08-31 09:06:08,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,-239954464#1,368.0
call_20260831_203,2026-08-31 09:06:31,37.50035868665,127.02660569228833,8830e1ca29fffff,521770119#0,-129731721#2,391.0
call_20260831_204,2026-08-31 09:09:35,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,417750336#0,575.0
call_20260831_205,2026-08-31 09:09:36,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,521770119#0,576.0
call_20260831_206,2026-08-31 09:09:50,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,117790039#0,590.0
call_20260831_207,2026-08-31 09:11:41,37.49305651199474,127.02607173233231,8830e1ca21fffff,1056882877#0,-117790049#1,701.0
call_20260831_208,2026-08-31 09:12:19,37.50383876412515,127.0266415236043,8830e1ca05fffff,117790051#2,-26163000#5,739.0
call_20260831_209,2026-08-31 09:12:44,37.495516294974436,127.03187458074267,8830e1ca23fffff,-379232161#4,305539406,764.0
call_20260831_210,2026-08-31 09:13:08,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,504512001,788.0
call_20260831_211,2026-08-31 09:13:40,37.50472963106258,127.0281091602144,8830e1ca05fffff,-117790044#2,557469300#0,820.0
call_20260831_212,2026-08-31 09:13:53,37.506033999752134,127.03045411563367,8830e1ca07fffff,-26004328#0,-541692164#0,833.0
call_20260831_213,2026-08-31 09:14:07,37.495032928185694,127.02707625408722,8830e1ca21fffff,504227069,-1011529829#3,847.0
call_20260831_214,2026-08-31 09:17:27,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,-542367267#0,1047.0
