time_sec,h3_index,predicted_demand,available_taxis,imbalance_ratio,surge_multiplier,final_fare,target_taxis,forecast_1,forecast_2,forecast_3,forecast_4,forecast_5,forecast_6
1.0,8830e1ca05fffff,2.4179604053497314,0,2.4179604053497314,1.5671841621398928,7522,0,0.38513579964637756,0.4245529770851135,0.49855539202690125,0.3700096607208252,0.3488529622554779,0.3908537030220032
1.0,8830e1ca07fffff,2.014223575592041,0,2.014223575592041,1.4056894302368164,6747,0,0.33446550369262695,0.3510230481624603,0.35908040404319763,0.31550437211990356,0.32283076643943787,0.3313194513320923
1.0,8830e1ca21fffff,2.199749708175659,0,2.199749708175659,1.4798998832702637,7104,0,0.3372899293899536,0.37068793177604675,0.37278836965560913,0.3480549454689026,0.3800436556339264,0.39088505506515503
1.0,8830e1ca23fffff,16.01211166381836,0,16.01211166381836,3.0,14400,1,2.669534921646118,2.2234013080596924,2.4383599758148193,2.635420083999634,3.0194852352142334,3.025911331176758
1.0,8830e1ca29fffff,14.217744827270508,1,14.217744827270508,3.0,14400,0,2.097696542739868,1.8599658012390137,2.2174599170684814,2.3159968852996826,2.8321692943573,2.894456386566162
1.0,8830e1ca2bfffff,15.061125755310059,0,15.061125755310059,3.0,14400,1,2.0624794960021973,2.2658748626708984,2.528748035430908,2.5246622562408447,2.645446300506592,3.0339155197143555
1.0,8830e1ca2dfffff,4.472071170806885,0,4.472071170806885,2.388828468322754,11466,0,0.6760121583938599,0.6982478499412537,0.6629976630210876,0.7014451622962952,0.9211139678955078,0.8122544288635254
1.0,8830e1ca3dfffff,9.174320220947266,0,9.174320220947266,3.0,14400,0,1.3543899059295654,1.7618980407714844,1.735117793083191,1.7414292097091675,1.422606110572815,1.1588791608810425
1.0,8830e1ca63fffff,2.2334821224212646,1,2.2334821224212646,1.4933928489685058,7168,0,0.34834471344947815,0.388346791267395,0.3555736243724823,0.38257625699043274,0.36084187030792236,0.3977988064289093
300.0,8830e1ca05fffff,2.012593984603882,0,2.012593984603882,1.4050375938415527,6744,0,0.3277178108692169,0.36883702874183655,0.3489070534706116,0.31455138325691223,0.3173508048057556,0.3352298140525818
300.0,8830e1ca07fffff,2.043421745300293,0,2.043421745300293,1.4173686981201172,6803,0,0.3226999342441559,0.36883702874183655,0.35614657402038574,0.3058732748031616,0.3479463458061218,0.34191858768463135
300.0,8830e1ca21fffff,2.25119948387146,1,2.25119948387146,1.500479793548584,7202,0,0.3367965519428253,0.3757273554801941,0.37911927700042725,0.3579908609390259,0.4067699909210205,0.39479541778564453
300.0,8830e1ca23fffff,15.283607482910156,0,15.283607482910156,3.0,14400,1,1.9401733875274658,2.2799999713897705,2.564018487930298,2.846728801727295,2.840296745300293,2.8123908042907715
300.0,8830e1ca29fffff,13.863773345947266,0,13.863773345947266,3.0,14400,0,1.9331432580947876,1.9101436138153076,2.101799964904785,2.328495740890503,2.8147549629211426,2.7754361629486084
300.0,8830e1ca2bfffff,15.024162292480469,0,15.024162292480469,3.0,14400,0,1.9647258520126343,2.06447434425354,2.2374863624572754,2.5029280185699463,3.129150390625,3.125397205352783
300.0,8830e1ca2dfffff,4.929539203643799,0,4.929539203643799,2.5718156814575197,12345,0,0.6692644953727722,0.7445366978645325,0.9260818362236023,0.7411699891090393,0.9743961095809937,0.8740900754928589
300.0,8830e1ca3dfffff,4.827596664428711,0,4.827596664428711,2.5310386657714847,12149,0,0.9516019225120544,0.9095295071601868,0.8283435106277466,0.8958848714828491,0.5624245405197144,0.6798118948936462
300.0,8830e1ca63fffff,2.2520334720611572,0,2.2520334720611572,1.5008133888244628,7204,0,0.3415970206260681,0.40616077184677124,0.360006719827652,0.38262465596199036,0.3599352538585663,0.4017091691493988
600.0,8830e1ca05fffff,2.294107675552368,0,2.294107675552368,1.5176430702209474,7285,0,0.36550238728523254,0.4445151090621948,0.38235682249069214,0.3216293752193451,0.3552202582359314,0.42488381266593933
600.0,8830e1ca07fffff,1.932201623916626,1,1.932201623916626,1.3728806495666503,6590,0,0.33446550369262695,0.3327616751194,0.3375254273414612,0.3022182881832123,0.30953800678253174,0.31569260358810425
600.0,8830e1ca21fffff,2.162998914718628,0,2.162998914718628,1.4651995658874513,7033,0,0.33448526263237,0.35954612493515015,0.36333781480789185,0.33962777256965637,0.3840549886226654,0.38194698095321655
600.0,8830e1ca23fffff,17.686338424682617,0,17.686338424682617,3.0,14400,1,2.242849349975586,2.529203414916992,2.8344500064849854,3.1065738201141357,3.3704867362976074,3.602776050567627
600.0,8830e1ca29fffff,11.672209739685059,0,11.672209739685059,3.0,14400,0,1.6807470321655273,1.9616025686264038,2.0274884700775146,2.3388588428497314,1.7082630395889282,1.9552494287490845
600.0,8830e1ca2bfffff,14.24109935760498,1,14.24109935760498,3.0,14400,1,1.9020462036132812,2.0408921241760254,2.392706871032715,2.3737435340881348,2.613550901412964,2.9181594848632812
600.0,8830e1ca2dfffff,5.946019172668457,0,5.946019172668457,2.9784076690673826,14296,0,1.014236330986023,0.8882596492767334,1.0863213539123535,0.9271053075790405,1.1346019506454468,0.8954944014549255
600.0,8830e1ca3dfffff,2.65509295463562,0,2.65509295463562,1.662037181854248,7978,0,0.4194120466709137,0.4684106111526489,0.4623278081417084,0.3782194256782532,0.4491986334323883,0.47752436995506287
600.0,8830e1ca63fffff,2.2556912899017334,0,2.2556912899017334,1.5022765159606934,7211,0,0.35824155807495117,0.3700854182243347,0.35586464405059814,0.3841160237789154,0.39852291345596313,0.3888607323169708
900.0,8830e1ca05fffff,2.0697708129882812,0,2.0697708129882812,1.4279083251953124,6854,0,0.34418895840644836,0.35057565569877625,0.355474591255188,0.30342769622802734,0.3551621735095978,0.3609418570995331
900.0,8830e1ca07fffff,1.9771935939788818,0,1.9771935939788818,1.3908774375915527,6676,0,0.3120748698711395,0.35057565569877625,0.3437913656234741,0.29354017972946167,0.3479463458061218,0.3292650580406189
