time_bucket,h3_index,temperature,precipitation,traffic_index,event_flag,is_holiday
2026-08-23 00:00:00,8830e1ca05fffff,19.29630804605203,1.2,1.0000000000000113,0,0
2026-08-23 00:00:00,8830e1ca07fffff,19.29630804605203,1.2,1.0000000000000113,0,0
2026-08-23 00:00:00,8830e1ca21fffff,19.29630804605203,1.2,1.0000000000000113,0,0
2026-08-23 00:00:00,8830e1ca23fffff,19.29630804605203,1.2,1.0000000000000113,0,0
2026-08-23 00:00:00,8830e1ca29fffff,19.29630804605203,1.2,1.0000000000000113,0,0
2026-08-23 00:00:00,8830e1ca2bfffff,19.29630804605203,1.2,1.0000000000000113,0,0
2026-08-23 00:00:00,8830e1ca2dfffff,19.29630804605203,1.2,1.0000000000000113,0,0
2026-08-23 00:00:00,8830e1ca63fffff,19.29630804605203,1.2,1.0000000000000113,0,0
2026-08-23 00:05:00,8830e1ca05fffff,18.990811893132314,5.5,1.000000000000021,0,0
2026-08-23 00:05:00,8830e1ca07fffff,18.990811893132314,5.5,1.000000000000021,0,0
2026-08-23 00:05:00,8830e1ca21fffff,18.990811893132314,5.5,1.000000000000021,0,0
2026-08-23 00:05:00,8830e1ca23fffff,18.990811893132314,5.5,1.000000000000021,0,0
2026-08-23 00:05:00,8830e1ca29fffff,18.990811893132314,5.5,1.000000000000021,0,0
2026-08-23 00:05:00,8830e1ca2bfffff,18.990811893132314,5.5,1.000000000000021,0,0
2026-08-23 00:05:00,8830e1ca2dfffff,18.990811893132314,5.5,1.000000000000021,0,0
2026-08-23 00:05:00,8830e1ca63fffff,18.990811893132314,5.5,1.000000000000021,0,0
2026-08-23 00:10:00,8830e1ca05fffff,18.89818184059224,0.0,1.0000000000000395,0,0
2026-08-23 00:10:00,8830e1ca07fffff,18.89818184059224,0.0,1.0000000000000395,0,0
2026-08-23 00:10:00,8830e1ca21fffff,18.89818184059224,0.0,1.0000000000000395,0,0
2026-08-23 00:10:00,8830e1ca23fffff,18.89818184059224,0.0,1.0000000000000395,0,0
2026-08-23 00:10:00,8830e1ca29fffff,18.89818184059224,0.0,1.0000000000000395,0,0
2026-08-23 00:10:00,8830e1ca2bfffff,18.89818184059224,0.0,1.0000000000000395,0,0
2026-08-23 00:10:00,8830e1ca2dfffff,18.89818184059224,0.0,1.0000000000000395,0,0
2026-08-23 00:10:00,8830e1ca63fffff,18.89818184059224,0.0,1.0000000000000395,0,0
2026-08-23 00:15:00,8830e1ca05fffff,18.990760161003017,0.0,1.0000000000000728,0,0
2026-08-23 00:15:00,8830e1ca07fffff,18.990760161003017,0.0,1.0000000000000728,0,0
2026-08-23 00:15:00,8830e1ca21fffff,18.990760161003017,0.0,1.0000000000000728,0,0
2026-08-23 00:15:00,8830e1ca23fffff,18.990760161003017,0.0,1.0000000000000728,0,0
2026-08-23 00:15:00,8830e1ca29fffff,18.990760161003017,0.0,1.0000000000000728,0,0
2026-08-23 00:15:00,8830e1ca2bfffff,18.990760161003017,0.0,1.0000000000000728,0,0
2026-08-23 00:15:00,8830e1ca2dfffff,18.990760161003017,0.0,1.0000000000000728,0,0
2026-08-23 00:15:00,8830e1ca63fffff,18.990760161003017,0.0,1.0000000000000728,0,0
2026-08-23 00:20:00,8830e1ca05fffff,19.39464647328765,0.0,1.000000000000134,0,0
2026-08-23 00:20:00,8830e1ca07fffff,19.39464647328765,0.0,1.000000000000134,0,0
2026-08-23 00:20:00,8830e1ca21fffff,19.39464647328765,0.0,1.000000000000134,0,0
2026-08-23 00:20:00,8830e1ca23fffff,19.39464647328765,0.0,1.000000000000134,0,0
2026-08-23 00:20:00,8830e1ca29fffff,19.39464647328765,0.0,1.000000000000134,0,0
2026-08-23 00:20:00,8830e1ca2bfffff,19.39464647328765,0.0,1.000000000000134,0,0
2026-08-23 00:20:00,8830e1ca2dfffff,19.39464647328765,0.0,1.000000000000134,0,0
2026-08-23 00:20:00,8830e1ca63fffff,19.39464647328765,0.0,1.000000000000134,0,0
2026-08-23 00:25:00,8830e1ca05fffff,18.888935416631114,0.0,1.0000000000002445,0,0
2026-08-23 00:25:00,8830e1ca07fffff,18.888935416631114,0.0,1.0000000000002445,0,0
2026-08-23 00:25:00,8830e1ca21fffff,18.888935416631114,0.0,1.0000000000002445,0,0
2026-08-23 00:25:00,8830e1ca23fffff,18.888935416631114,0.0,1.0000000000002445,0,0
2026-08-23 00:25:00,8830e1ca29fffff,18.888935416631114,0.0,1.0000000000002445,0,0
2026-08-23 00:25:00,8830e1ca2bfffff,18.888935416631114,0.0,1.0000000000002445,0,0
